Country;Date;Dummy;Corpo_DR_N;Corpo_DR_q25;Corpo_DR_q50;Corpo_DR_q75;Corpo_DR_WA
Austria;31/12/2015;1;8;0.005634621;0.00827575;0.021417947;0.008779276
Austria;31/03/2016;1;5;0.002999397;0.007506376;0.007571945;0.007409857
Austria;30/06/2016;1;6;0.000645835;0.004907921;0.006063498;0.00658445
Austria;30/09/2016;1;5;0.001058638;0.006866415;0.00694159;0.007830579
Austria;31/12/2016;1;8;0.004426576;0.007406476;0.01513554;0.007623391
Austria;31/03/2017;1;6;0.0021;0.0078;0.0095;0.0095
Austria;30/06/2017;1;4;0.0057;0.0081;0.0084;0.0081
Austria;30/09/2017;1;5;0.006239919;0.007169027;0.007278474;0.006983056
Austria;31/12/2017;1;10;0.012220262;0.040237141;0.268074315;0.019537221
Austria;31/03/2018;1;9;0.009344966;0.013983429;0.2299595;0.014786136
Austria;30/06/2018;1;7;0.0095;0.0134;0.2225;0.0154
Austria;30/09/2018;1;7;0.0094;0.0152;0.0598;0.0148
Austria;31/12/2018;1;6;0.0021;0.0078;0.0095;0.0095
Austria;31/03/2019;1;9;0;6.64747E-07;0.00559117;0.007646675
Austria;30/06/2019;1;9;0;0.003490688;0.009879478;0.008145834
Austria;30/09/2019;1;12;1.80489E-07;0.001363017;0.00823134;0.00913845
Austria;31/12/2019;1;12;2.93485E-05;0.006083694;0.008072174;0.006498419
Austria;31/03/2020;1;11;0;0.00494925;0.010661635;0.008473484
Austria;30/06/2020;1;13;0;0.006037045;0.012546208;0.008320395
Austria;30/09/2020;1;12;0.003470015;0.006187333;0.035073187;0.008347213
Austria;31/12/2020;1;11;0;0.005025121;0.014751841;0.012889567
Austria;31/03/2021;1;13;0;0.004985358;0.014332444;0.013554866
Austria;30/06/2021;1;17;0;0.003579036;0.015850783;0.013952919
Austria;30/09/2021;1;11;0;0.000810717;0.014772511;0.010961879
Austria;31/12/2021;1;14;0;0.000569285;0.002031289;0.002856367
Austria;31/03/2022;1;10;0;0.000882293;0.005132178;0.003757673
Austria;30/06/2022;1;10;0;1.06909E-06;0.004465677;0.003543675
Austria;30/09/2022;1;9;0.001297677;0.005286234;0.032738889;0.004580857
Austria;31/12/2022;1;8;0.002660883;0.005723545;0.029696296;0.005534883
Austria;31/03/2023;1;6;0.000794799;0.00509794;0.005496374;0.005067341
Austria;30/06/2023;1;6;0.000843894;0.003054909;0.005000073;0.004455565
Austria;30/09/2023;1;9;0;0.000937105;0.00486438;0.004866107
Austria;31/12/2023;1;15;0;0.00465186;0.014521151;0.01083028
Austria;31/03/2024;1;15;1.10507E-05;0.006027091;0.016288457;0.012753802
Austria;30/06/2024;1;12;1.16672E-07;0.000544012;0.012388326;0.012647999
Austria;30/09/2024;1;12;3.06487E-07;0.004210959;0.012815012;0.013323652
Austria;31/12/2024;1;18;0.004743649;0.012254704;0.039490008;0.012581909
Belgium;31/12/2015;1;13;0.004380188;0.009254714;0.012439476;0.014996402
Belgium;31/03/2016;1;12;0.002307603;0.009046329;0.013822425;0.014213739
Belgium;30/06/2016;1;14;0.002934666;0.008111126;0.033300104;0.014618025
Belgium;30/09/2016;1;16;0.000216572;0.005131835;0.009534164;0.014018659
Belgium;31/12/2016;1;13;0.00746415;0.009364778;0.031779706;0.012347135
Belgium;31/03/2017;1;9;0.0061;0.0096;0.0134;0.0114
Belgium;30/06/2017;1;10;0.0052;0.009;0.0155;0.0102
Belgium;30/09/2017;1;9;0.005335615;0.006964631;0.008126511;0.008040783
Belgium;31/12/2017;1;11;0.002903867;0.007476097;0.009465242;0.007618421
Belgium;31/03/2018;1;10;0.002911214;0.007886667;0.008423626;0.008103107
Belgium;30/06/2018;1;9;0.0062;0.0081;0.0098;0.0084
Belgium;30/09/2018;1;8;0.0066;0.0087;0.0183;0.0088
Belgium;31/12/2018;1;9;0.0061;0.0096;0.0134;0.0114
Belgium;31/03/2019;1;16;0;0.002012392;0.011754387;0.009785363
Belgium;30/06/2019;1;19;0;0.004494934;0.013926858;0.011729736
Belgium;30/09/2019;1;17;0;0.003451413;0.01168111;0.013217074
Belgium;31/12/2019;1;18;6.23227E-05;0.015429971;0.027030612;0.014605266
Belgium;31/03/2020;1;14;0.001352896;0.016292111;0.023991117;0.014514629
Belgium;30/06/2020;1;16;0.001676022;0.017219572;0.024737016;0.015578411
Belgium;30/09/2020;1;14;0.003186784;0.013424452;0.021382328;0.014537821
Belgium;31/12/2020;1;16;1.05942E-07;0.001045871;0.017874475;0.01529408
Belgium;31/03/2021;1;13;0.000563053;0.009233204;0.018978436;0.015025562
Belgium;30/06/2021;1;15;1.49952E-06;0.017313311;0.021960283;0.016865551
Belgium;30/09/2021;1;14;0.005855706;0.018148128;0.022152643;0.017576908
Belgium;31/12/2021;1;16;4.87362E-07;0.006425849;0.016190211;0.01348543
Belgium;31/03/2022;1;16;0.000590753;0.005441568;0.01590605;0.013105316
Belgium;30/06/2022;1;15;0.000929554;0.007714214;0.015091887;0.010972638
Belgium;30/09/2022;1;14;0.001575148;0.007975868;0.015113511;0.011060183
Belgium;31/12/2022;1;12;0.006987947;0.012955025;0.01484715;0.011258469
Belgium;31/03/2023;1;11;0.005670251;0.010028583;0.014415353;0.01057503
Belgium;30/06/2023;1;10;0.002916259;0.007154245;0.011888957;0.007981509
Belgium;30/09/2023;1;15;1.70256E-05;0.004605168;0.010251737;0.006234351
Belgium;31/12/2023;1;15;2.87085E-07;0.004063199;0.006498122;0.005785664
Belgium;31/03/2024;1;14;0.001920574;0.005203198;0.008668127;0.007861482
Belgium;30/06/2024;1;13;0.003889845;0.005855266;0.008025028;0.007726772
Belgium;30/09/2024;1;14;0.002369954;0.009388625;0.025358193;0.017721509
Belgium;31/12/2024;1;15;0.003336867;0.010913292;0.025144273;0.018778915
Czech;31/12/2015;1;10;0.006326948;0.010303674;0.018565176;0.018819452
Czech;31/03/2016;1;11;0.007144505;0.011332273;0.019048146;0.012999317
Czech;30/06/2016;1;11;0.006423302;0.010993181;0.022076184;0.012713065
Czech;30/09/2016;1;9;0.004032557;0.008603058;0.015015357;0.012578975
Czech;31/12/2016;1;6;0.011394021;0.014083314;0.015782622;0.013377509
Czech;31/03/2017;1;8;0.0031;0.0046;0.009;0.0076
Czech;30/06/2017;1;10;0.0028;0.0098;0.0118;0.0087
Czech;30/09/2017;1;7;0.004353203;0.007370971;0.008981331;0.007797665
Czech;31/12/2017;1;7;0.005354087;0.008451659;0.010210866;0.007382351
Czech;31/03/2018;1;7;0.004935069;0.007489384;0.008104756;0.006620742
Czech;30/06/2018;1;7;0.0044;0.0052;0.0075;0.006
Czech;30/09/2018;1;6;0.0033;0.0083;0.0097;0.0075
Czech;31/12/2018;1;8;0.0031;0.0046;0.009;0.0076
Czech;31/03/2019;1;12;0.002298376;0.005834461;0.009181403;0.011851514
Czech;30/06/2019;1;12;0.000144002;0.004559891;0.009981124;0.011391966
Czech;30/09/2019;1;15;0;0.006418682;0.013951284;0.010279535
Czech;31/12/2019;1;13;6.04096E-05;0.005538527;0.00638918;0.009025192
Czech;31/03/2020;1;11;0;0.004184003;0.005737;0.00505423
Czech;30/06/2020;1;12;0;0.005241623;0.007691403;0.00639235
Czech;30/09/2020;1;11;0;0.007491371;0.009589931;0.007040567
Czech;31/12/2020;1;11;0;0.009846368;0.010736069;0.010821712
Czech;31/03/2021;1;12;0.000225853;0.010662713;0.012476138;0.011616645
Czech;30/06/2021;1;13;0.00036541;0.009813494;0.012447387;0.011557716
Czech;30/09/2021;1;13;0.000479233;0.009960609;0.011361624;0.010600357
Czech;31/12/2021;1;13;0.000544161;0.004808496;0.006918728;0.005544502
Czech;31/03/2022;1;11;0.000530583;0.004543491;0.008112102;0.006681266
Czech;30/06/2022;1;13;0.000520501;0.003882085;0.006430399;0.00596249
Czech;30/09/2022;1;10;0.002053079;0.004994418;0.007850622;0.005827032
Czech;31/12/2022;1;11;0.004219079;0.008426164;0.012395991;0.007518412
Czech;31/03/2023;1;8;0.003567446;0.004085833;0.007038274;0.006695717
Czech;30/06/2023;1;5;0.00309154;0.003262473;0.004477549;0.006407042
Czech;30/09/2023;1;10;0;0.00349203;0.005162367;0.006823549
Czech;31/12/2023;1;10;0;0.003090832;0.005142592;0.00622522
Czech;31/03/2024;1;11;0;0.005116754;0.007157568;0.008425891
Czech;30/06/2024;1;11;0;0.004986367;0.00831463;0.008577483
Czech;30/09/2024;1;12;4.42421E-09;0.001951648;0.00562051;0.006614844
Czech;31/12/2024;1;10;0.000107205;0.003526568;0.008539336;0.007213158
Denmark;31/12/2015;1;13;0.011956885;0.01318794;0.017811768;0.0108931
Denmark;31/03/2016;1;14;0.012816391;0.015355543;0.052704254;0.012463062
Denmark;30/06/2016;1;14;0.012965792;0.014465529;0.083541867;0.013264738
Denmark;30/09/2016;1;12;0.009240934;0.014630809;0.149883547;0.012830637
Denmark;31/12/2016;1;10;0.004481513;0.007521385;0.017244763;0.010853565
Denmark;31/03/2017;1;7;0.0017;0.0061;0.0077;0.006
Denmark;30/06/2017;1;9;0.0028;0.005;0.0076;0.0054
Denmark;30/09/2017;1;8;0.003630303;0.007378739;0.009327781;0.006084031
Denmark;31/12/2017;1;10;0.002885318;0.007396098;0.335269252;0.006623541
Denmark;31/03/2018;1;11;0.003342987;0.01014418;0.224426333;0.007528648
Denmark;30/06/2018;1;8;0.0032;0.0073;0.0206;0.0065
Denmark;30/09/2018;1;9;0.0037;0.0071;0.008;0.0063
Denmark;31/12/2018;1;7;0.0017;0.0061;0.0077;0.006
Denmark;31/03/2019;1;14;0;1.2791E-06;0.004455127;0.005413475
Denmark;30/06/2019;1;11;0;0.001649794;0.006057896;0.005433434
Denmark;30/09/2019;1;12;0;0.002567232;0.007636853;0.005884432
Denmark;31/12/2019;1;11;0;0.002412365;0.00579829;0.00595245
Denmark;31/03/2020;1;8;0;0.001716778;0.007650784;0.006565265
Denmark;30/06/2020;1;11;0;0.004868663;0.011012782;0.006785248
Denmark;30/09/2020;1;10;0.000299012;0.004372879;0.010060748;0.006395255
Denmark;31/12/2020;1;11;6.75178E-05;0.002605841;0.009201162;0.006961334
Denmark;31/03/2021;1;9;8.53804E-06;0.003351642;0.008621954;0.007857089
Denmark;30/06/2021;1;10;6.61954E-05;0.003486144;0.009564084;0.0078218
Denmark;30/09/2021;1;10;0.001951958;0.006586279;0.00880282;0.007201255
Denmark;31/12/2021;1;10;0;0.0024857;0.01114;0.005013441
Denmark;31/03/2022;1;8;0.000133897;0.002092984;0.008031724;0.004655575
Denmark;30/06/2022;1;9;0.000330694;0.002596665;0.007273473;0.0039523
Denmark;30/09/2022;1;9;0.000495464;0.00308401;0.005437514;0.004187541
Denmark;31/12/2022;1;8;0.000275802;0.002924474;0.003943036;0.00346678
Denmark;31/03/2023;1;5;0.003085999;0.004460228;0.005354577;0.003530558
Denmark;30/06/2023;1;7;0.002035857;0.004616322;0.019431093;0.003632002
Denmark;30/09/2023;1;10;0.001248817;0.002382885;0.005649342;0.003436084
Denmark;31/12/2023;1;11;0.001531583;0.003156301;0.00622192;0.00400222
Denmark;31/03/2024;1;9;0.001769054;0.002964322;0.004449146;0.003846359
Denmark;30/06/2024;1;10;0;0.002291726;0.004332175;0.004158676
Denmark;30/09/2024;1;11;0;0.00139224;0.004339902;0.004367336
Denmark;31/12/2024;1;12;1.99663E-06;0.002345117;0.004618289;0.004398064
Finland;31/12/2015;1;7;0.001040758;0.004045391;0.01421387;0.015100503
Finland;31/03/2016;1;8;0.002869549;0.006789059;0.016532925;0.016922192
Finland;30/06/2016;1;11;0.001207974;0.012713302;0.024679479;0.01574262
Finland;30/09/2016;1;8;0.005241731;0.011983507;0.020878491;0.013932794
Finland;31/12/2016;1;6;0.008196383;0.012823841;0.024121654;0.014403261
Finland;31/03/2017;1;4;0.0031;0.0071;0.013;0.0082
Finland;30/06/2017;1;9;0.0037;0.0119;0.0181;0.0149
Finland;30/09/2017;1;6;0.005287792;0.020521057;0.027173302;0.016695356
Finland;31/12/2017;1;4;0.002669727;0.010344537;0.019914858;0.008842097
Finland;31/03/2018;1;5;0.00400892;0.018105134;0.019534181;0.012299141
Finland;30/06/2018;1;7;0.0027;0.0078;0.0178;0.0112
Finland;30/09/2018;1;7;0.0025;0.0036;0.0156;0.0097
Finland;31/12/2018;1;4;0.0031;0.0071;0.013;0.0082
Finland;31/03/2019;1;11;0;0;0.003890943;0.007139423
Finland;30/06/2019;1;13;0;0;0.004679416;0.005306121
Finland;30/09/2019;1;11;0;0;0.00216818;0.00498758
Finland;31/12/2019;1;11;0;0;0.004826059;0.007524988
Finland;31/03/2020;1;10;0;0.002539125;0.011332323;0.010241394
Finland;30/06/2020;1;10;0;0.00016816;0.007511717;0.013335476
Finland;30/09/2020;1;9;0;0.000373839;0.009356307;0.014936556
Finland;31/12/2020;1;10;0;0.0001489;0.00598431;0.016844504
Finland;31/03/2021;1;10;0;0.00018879;0.005897417;0.015422327
Finland;30/06/2021;1;10;0;0.000176531;0.006105076;0.01459928
Finland;30/09/2021;1;9;0;0;0.006016076;0.014397764
Finland;31/12/2021;1;12;0;0.000493225;0.009064432;0.013900326
Finland;31/03/2022;1;8;0;0.000124274;0.002902343;0.008334427
Finland;30/06/2022;1;10;0;0.000307603;0.004563124;0.006088416
Finland;30/09/2022;1;8;0.000462497;0.001167987;0.008170064;0.002981193
Finland;31/12/2022;1;6;0.00027638;0.001670715;0.002932295;0.001687308
Finland;31/03/2023;1;7;0.000255795;0.002843517;0.003529583;0.003117368
Finland;30/06/2023;1;7;0.000740053;0.002576178;0.00717001;0.005241847
Finland;30/09/2023;1;9;0;0.000120879;0.005799046;0.006580933
Finland;31/12/2023;1;11;0;5.39227E-06;0.014167378;0.007843
Finland;31/03/2024;1;12;0;0.00106848;0.012700999;0.009485769
Finland;30/06/2024;1;9;0;6.34811E-10;0.004915607;0.006512747
Finland;30/09/2024;1;9;0;0;0.005188145;0.005768712
Finland;31/12/2024;1;9;0;6.06292E-06;0.005708603;0.006562942
France;31/12/2015;1;22;0.001630152;0.003649757;0.009211013;0.005867753
France;31/03/2016;1;28;0.001641766;0.003834233;0.009527688;0.005502663
France;30/06/2016;1;27;0.000920935;0.002787614;0.009158893;0.005259441
France;30/09/2016;1;25;0.000524068;0.002770213;0.008245607;0.006093167
France;31/12/2016;1;22;0.001968765;0.0043155;0.010200629;0.007210886
France;31/03/2017;1;18;0.0009;0.0022;0.0067;0.0071
France;30/06/2017;1;17;0.0008;0.0042;0.008;0.007
France;30/09/2017;1;21;0.001184791;0.004816975;0.009762914;0.005988039
France;31/12/2017;1;21;0.001201634;0.004755071;0.009943238;0.005833395
France;31/03/2018;1;19;0.000381115;0.00391588;0.014257261;0.007520522
France;30/06/2018;1;19;0.0005;0.0028;0.0069;0.0071
France;30/09/2018;1;18;0.0017;0.0036;0.0061;0.0073
France;31/12/2018;1;18;0.0009;0.0022;0.0067;0.0071
France;31/03/2019;1;22;0.000330233;0.00229545;0.008835486;0.007394537
France;30/06/2019;1;26;0.000398239;0.006192139;0.017814789;0.009937161
France;30/09/2019;1;28;0.001112472;0.006759452;0.014401433;0.01070611
France;31/12/2019;1;25;0.000433714;0.006072668;0.011180587;0.010856847
France;31/03/2020;1;23;0.000375569;0.007408636;0.011310703;0.011043178
France;30/06/2020;1;25;0.001024633;0.006257555;0.012891039;0.00893714
France;30/09/2020;1;24;0.004659737;0.008326148;0.013894791;0.009227733
France;31/12/2020;1;22;0.005142016;0.00884368;0.015123125;0.009005775
France;31/03/2021;1;20;0.003903128;0.007080941;0.010851856;0.008229511
France;30/06/2021;1;19;0.003951533;0.007719399;0.009934795;0.007979994
France;30/09/2021;1;21;0.000906228;0.006728842;0.008871235;0.006720786
France;31/12/2021;1;23;0.001203273;0.00497749;0.008979521;0.006352508
France;31/03/2022;1;22;0.001205062;0.003758393;0.009509964;0.005718241
France;30/06/2022;1;22;0.000197898;0.002865397;0.008081449;0.005168427
France;30/09/2022;1;19;0.003643546;0.006993235;0.01261894;0.005863829
France;31/12/2022;1;24;0.004014582;0.006772175;0.011841504;0.008860736
France;31/03/2023;1;16;0.005081726;0.010104824;0.013090902;0.009995455
France;30/06/2023;1;19;0.005980792;0.011199293;0.023103304;0.012489431
France;30/09/2023;1;26;0.004276883;0.009911805;0.02017704;0.012761186
France;31/12/2023;1;26;0.002146918;0.009447338;0.021132641;0.01114716
France;31/03/2024;1;25;0.002589112;0.008987757;0.012482262;0.014653585
France;30/06/2024;1;27;0.001237258;0.008718743;0.018368962;0.016253172
France;30/09/2024;1;24;0.001917171;0.007396622;0.015241179;0.012474255
France;31/12/2024;1;25;0.002512373;0.009966876;0.019467522;0.015274588
Germany;31/12/2015;1;37;0.004342433;0.008028586;0.012004214;0.013389021
Germany;31/03/2016;1;38;0.004727381;0.005939393;0.013441654;0.012821773
Germany;30/06/2016;1;37;0.003746178;0.007576997;0.01134751;0.012946739
Germany;30/09/2016;1;35;0.003153161;0.006953832;0.010095807;0.01295609
Germany;31/12/2016;1;32;0.001188337;0.003626873;0.008143428;0.014256628
Germany;31/03/2017;1;29;0.0023;0.0047;0.0085;0.0101
Germany;30/06/2017;1;25;0.0015;0.0034;0.0104;0.0126
Germany;30/09/2017;1;29;0.001243672;0.002525975;0.006112097;0.01063766
Germany;31/12/2017;1;26;0.001802588;0.003063874;0.008704944;0.010033023
Germany;31/03/2018;1;26;0.001955281;0.003181806;0.010623468;0.010249246
Germany;30/06/2018;1;25;0.0031;0.0041;0.0091;0.0098
Germany;30/09/2018;1;21;0.003;0.004;0.0106;0.0114
Germany;31/12/2018;1;29;0.0023;0.0047;0.0085;0.0101
Germany;31/03/2019;1;34;0.001111836;0.00348819;0.006982034;0.010810238
Germany;30/06/2019;1;29;0.000306693;0.003377663;0.007089243;0.010769503
Germany;30/09/2019;1;30;0.000715285;0.003990528;0.00805922;0.009722676
Germany;31/12/2019;1;34;0.001360577;0.003980994;0.009786871;0.008375473
Germany;31/03/2020;1;28;0.002908837;0.006459641;0.009749756;0.008013627
Germany;30/06/2020;1;38;0.001522828;0.009102945;0.015275609;0.010033588
Germany;30/09/2020;1;22;0.001777337;0.006966709;0.012391808;0.009146207
Germany;31/12/2020;1;34;0.001226796;0.006087926;0.01324528;0.008515138
Germany;31/03/2021;1;23;0.000269495;0.002982002;0.008653646;0.006805953
Germany;30/06/2021;1;31;0.001006223;0.00334302;0.006353138;0.005404254
Germany;30/09/2021;1;30;0.000512163;0.004552813;0.007898086;0.005193986
Germany;31/12/2021;1;31;0.000506546;0.003663503;0.007468259;0.004789751
Germany;31/03/2022;1;29;0.000654335;0.002889114;0.006092986;0.004666553
Germany;30/06/2022;1;28;0.001355415;0.00266878;0.005490168;0.004103591
Germany;30/09/2022;1;26;0.001269246;0.004280746;0.006613627;0.00427896
Germany;31/12/2022;1;28;0.001011695;0.00274365;0.004753648;0.003863078
Germany;31/03/2023;1;25;0.00139189;0.003281843;0.005820577;0.004244953
